No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
1056,CCC,Clarivate Analytics Plc,Technology,Information Technology Services,USA,7.49B,-,22.4,1.04%,1996020
1057,CCCL,"China Ceramics Co., Ltd.",Industrial Goods,General Building Materials,China,4.99M,-,0.67,2.79%,123529
1058,CCD,Calamos Dynamic Convertible and Income Fund,Financial,Closed-End Fund - Equity,USA,553.45M,-,22.62,0.85%,54677
1059,CCEP,Coca-Cola European Partners plc,Consumer Goods,Beverages - Soft Drinks,United Kingdom,24.87B,21.84,54.97,-0.07%,765311
1060,CCF,Chase Corporation,Basic Materials,Specialty Chemicals,USA,909.16M,28.81,95.1,-0.90%,18328
1061,CCH,Collier Creek Holdings,Consumer Goods,Beverages - Soft Drinks,Greece,473.00M,103.37,10.75,0.00%,0
1062,CCI,Crown Castle International Corp. (REIT),Technology,Diversified Communication Services,USA,68.89B,83.47,165.6,-0.37%,1211117
1063,CCJ,Cameco Corporation,Basic Materials,Industrial Metals & Minerals,Canada,3.68B,65.32,9.21,-0.65%,1358636
1064,CCK,"Crown Holdings, Inc.",Consumer Goods,Packaging & Containers,USA,10.70B,20.88,78.96,-0.99%,671275
1065,CCL,Carnival Corporation & Plc,Services,Resorts & Casinos,USA,29.66B,10.02,43.34,0.98%,4617036
1066,CCLP,CSI Compressco LP,Basic Materials,Oil & Gas Equipment & Services,USA,96.53M,-,2.05,4.59%,89329
1067,CCM,Concord Medical Services Holdings Limited,Healthcare,Hospitals,China,113.47M,-,2.59,0.00%,0
1068,CCMP,Cabot Microelectronics Corporation,Technology,Semiconductor Equipment & Materials,USA,4.76B,66.36,163.98,1.84%,188820
1069,CCNE,CNB Financial Corporation,Financial,Regional - Northeast Banks,USA,445.07M,11.73,28.77,-0.07%,15478
1070,CCO,"Clear Channel Outdoor Holdings, Inc.",Services,Marketing Services,USA,1.23B,-,2.66,0.00%,795613
1071,CCOI,"Cogent Communications Holdings, Inc.",Technology,Diversified Communication Services,USA,3.53B,94.31,76.3,0.42%,170762
1072,CCOR,Core Alternative ETF,Financial,Exchange Traded Fund,USA,-,-,27.56,-0.18%,301458
1073,CCR,CONSOL Coal Resources LP,Basic Materials,Industrial Metals & Minerals,USA,241.52M,4.84,8.19,-0.24%,71039
1074,CCRC,"China Customer Relations Centers, Inc.",Technology,Information Technology Services,China,165.31M,16.15,8.88,-1.41%,1175809
1075,CCRN,"Cross Country Healthcare, Inc.",Services,Staffing & Outsourcing Services,USA,362.15M,-,10.21,0.59%,66393
1076,CCS,"Century Communities, Inc.",Industrial Goods,Residential Construction,USA,1.26B,10.66,38.03,1.39%,383819
1077,CCU,Compania Cervecerias Unidas S.A.,Consumer Goods,Beverages - Brewers,Chile,3.34B,17.07,17.55,-2.28%,187325
1078,CCX,Churchill Capital Corp II,Conglomerates,Conglomerates,USA,748.65M,-,10.85,0.05%,8860
1079,CCXI,"ChemoCentryx, Inc.",Healthcare,Biotechnology,USA,3.02B,-,50.52,3.48%,527467
1080,CDAY,Ceridian HCM Holding Inc.,Technology,Application Software,USA,10.65B,306.91,75.5,1.86%,3596959
1081,CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,Financial,Exchange Traded Fund,USA,-,-,48.61,0.20%,31756
1082,CDE,"Coeur Mining, Inc.",Basic Materials,Gold,USA,1.53B,-,6.24,-0.64%,4824353
1083,CDEV,"Centennial Resource Development, Inc.",Basic Materials,Oil & Gas Pipelines,USA,830.91M,21.44,2.98,9.16%,7482660
1084,CDK,"CDK Global, Inc.",Technology,Application Software,USA,6.36B,32.61,52.02,-0.67%,337809
1085,CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,Financial,Exchange Traded Fund,USA,-,-,50.22,0.28%,14071
1086,CDLX,"Cardlytics, Inc.",Technology,Internet Information Providers,USA,2.51B,-,102.99,0.32%,421516
1087,CDMO,"Avid Bioservices, Inc.",Healthcare,Biotechnology,USA,405.08M,-,7.19,-1.10%,194789
1088,CDMOP,"Avid Bioservices, Inc.",Healthcare,Biotechnology,USA,1.47B,-,26.32,-0.68%,1574
1089,CDNA,"CareDx, Inc",Services,Research Services,USA,1.19B,-,28.15,3.68%,754046
1090,CDNS,"Cadence Design Systems, Inc.",Technology,Application Software,USA,22.59B,22.63,80.02,1.83%,2197148
1091,CDOR,"Condor Hospitality Trust, Inc.",Financial,REIT - Hotel/Motel,USA,129.55M,-,10.85,0.05%,8396
1092,CDR,"Cedar Realty Trust, Inc.",Financial,REIT - Retail,USA,243.02M,-,2.73,-4.88%,296855
1093,CDTX,"Cidara Therapeutics, Inc.",Healthcare,Biotechnology,USA,106.61M,-,3.19,4.59%,189953
1094,CDW,CDW Corporation,Technology,Information Technology Services,USA,19.49B,27.39,136.63,1.30%,663319
1095,CDXC,ChromaDex Corporation,Healthcare,Biotechnology,USA,243.09M,-,4.04,0.75%,205141
1096,CDXS,"Codexis, Inc.",Healthcare,Biotechnology,USA,819.63M,-,13.98,-1.13%,248524
1097,CDZI,Cadiz Inc.,Utilities,Water Utilities,USA,236.54M,-,8.79,-0.23%,79290
1098,CE,Celanese Corporation,Basic Materials,Chemicals - Major Diversified,USA,13.00B,15.86,108.25,0.46%,635471
1099,CEA,China Eastern Airlines Corporation Limited,Services,Major Airlines,China,10.75B,21.78,25.46,5.29%,196454
1100,CECE,CECO Environmental Corp.,Industrial Goods,Pollution & Treatment Controls,USA,272.83M,32.38,7.74,0.13%,21140
1101,CEE,"The Central and Eastern Europe Fund, Inc.",Financial,Closed-End Fund - Foreign,USA,186.73M,4.91,27.5,1.85%,2330
1102,CEF,Sprott Physical Gold and Silver Trust,Financial,Asset Management,Canada,3.00B,6.42,15.52,0.65%,390100
1103,CEFL,UBS ETRACS Monthly Pay 2xLeveraged Closed-End Fund ETN,Financial,Exchange Traded Fund,USA,-,-,14.61,0.41%,93022
1104,CEFS,Saba Closed-End Funds ETF,Financial,Exchange Traded Fund,USA,-,-,21.23,0.47%,10810
1105,CEI,"Camber Energy, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,USA,7.58M,-,1.49,-5.70%,529460
1106,CEIX,CONSOL Energy Inc.,Basic Materials,Industrial Metals & Minerals,USA,178.04M,2.29,6.37,2.58%,817417
1107,CEL,Cellcom Israel Ltd.,Technology,Telecom Services - Domestic,Israel,618.73M,-,4.1,-5.75%,57307
1108,CELC,Celcuity Inc.,Healthcare,Medical Laboratories & Research,USA,107.24M,-,9.93,-4.15%,10003
1109,CELH,"Celsius Holdings, Inc.",Consumer Goods,Beverages - Soft Drinks,USA,413.14M,34.66,6.17,-0.48%,383478
1110,CELP,"Cypress Energy Partners, L.P.",Basic Materials,Oil & Gas Equipment & Services,USA,97.92M,13.85,8.02,0.00%,25137
1111,CEM,ClearBridge MLP and Midstream Fund Inc,Financial,Closed-End Fund - Equity,USA,772.45M,-,10.97,-0.27%,296836
1112,CEMB,iShares J.P. Morgan EM Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,52.73,0.11%,24755
1113,CEMI,"Chembio Diagnostics, Inc.",Healthcare,Diagnostic Substances,USA,68.56M,-,3.9,-3.47%,12064
1114,CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund,Financial,Closed-End Fund - Equity,USA,297.42M,-,5.95,1.36%,385297
1115,CENT,Central Garden & Pet Company,Consumer Goods,Food - Major Diversified,USA,1.55B,19.61,29.2,-1.02%,92557
1116,CENTA,Central Garden & Pet Company,Basic Materials,Agricultural Chemicals,USA,1.18B,18.28,27.87,-0.92%,282346
1117,CENX,Century Aluminum Company,Basic Materials,Aluminum,USA,557.88M,-,5.94,2.41%,1626925
1118,CEO,CNOOC Limited,Basic Materials,Oil & Gas Drilling & Exploration,Hong Kong,70.43B,8.54,157.48,1.53%,144092
1119,CEPU,Central Puerto S.A.,Utilities,Electric Utilities,Argentina,541.86M,0.78,3.6,1.41%,99433
1120,CEQP,Crestwood Equity Partners LP,Basic Materials,Oil & Gas Pipelines,USA,1.91B,9.15,27.49,1.10%,421579
1121,CERC,Cerecor Inc.,Healthcare,Biotechnology,USA,267.85M,-,4.02,0.50%,36463
1122,CERN,Cerner Corporation,Technology,Healthcare Information Services,USA,23.76B,46.63,76.76,-0.03%,1865916
1123,CERS,Cerus Corporation,Healthcare,Biotechnology,USA,814.27M,-,5.21,8.77%,2482974
